Row_ID (interval=1s),CPU_Freq_MHz,Vcore_V,CPU_Temp_C,MB_Temp_C,Package_Power_W,CPU_Fan_RPM
231,3616.253,1.44,51.0,27.0,94.51,2490
232,3662.572,1.44,51.0,27.0,92.00,2481
233,3647.646,1.49,51.0,27.0,93.03,2481
234,3616.294,1.44,51.0,27.0,95.29,2481
235,3616.248,1.43,51.0,27.0,93.94,2481
236,3628.047,1.44,51.0,27.0,93.23,2481
237,3616.263,1.48,51.0,27.0,91.75,2481
238,3626.331,1.44,51.0,27.0,95.21,2490
239,3644.370,1.49,51.0,27.0,94.51,2481
240,3616.262,1.43,51.0,27.0,95.13,2481
241,3616.258,1.43,51.0,27.0,94.31,2490
242,3616.287,1.43,51.0,27.0,92.43,2481
243,3674.113,1.43,51.0,27.0,94.06,2490
244,3656.100,1.49,51.0,27.0,93.66,2490
245,3667.154,1.44,51.0,27.0,95.04,2490
246,3625.382,1.49,51.0,27.0,96.05,2490
247,1400.000,1.43,51.0,27.0,78.32,2500
248,1400.000,1.45,52.0,27.0,79.61,2518
